Donor.ROI,Image,User,Stage.Labels,Quality,Notes,Time,cell_id,cell_area
ROI6,ROI6_aaagbocm-1.png,Taylor,primary;secondary,good,,19:04.4,aaagbocm-1,1832.350379
ROI6,ROI6_aaagdjac-1.png,Taylor,transitioning,good,,19:11.1,aaagdjac-1,561.1567391
ROI6,ROI6_aaagibop-1.png,Taylor,early transitioning,good,,19:19.5,aaagibop-1,405.2322022
ROI6,ROI6_aaagljlc-1.png,Taylor,early transitioning,good,,19:28.5,aaagljlc-1,501.7762682
ROI6,ROI6_aaagpejf-1.png,Taylor,primordial,good,,19:37.2,aaagpejf-1,509.452831
ROI6,ROI6_aaagphkb-1.png,Taylor,early transitioning,good,,19:46.6,aaagphkb-1,848.3504995
ROI6,ROI6_aaaheihg-1.png,Taylor,primordial,good,,19:54.1,aaaheihg-1,773.9781531
ROI6,ROI6_aaccmnkf-1.png,Taylor,transitioning,good,end of follicle,20:18.7,aaccmnkf-1,474.637361
ROI6,ROI6_aacgghcm-1.png,Taylor,transitioning,good,edge of follicle,20:28.3,aacgghcm-1,201.2162573
ROI6,ROI6_aajjphef-1.png,Taylor,transitioning,good,,20:35.8,aajjphef-1,374.6614198
ROI6,ROI6_aanojfkf-1.png,Taylor,transitioning,good,,20:42.7,aanojfkf-1,700.7798692
ROI6,ROI6_aaokeeoa-1.png,Taylor,primordial,good,,20:50.5,aaokeeoa-1,417.3792339
ROI6,ROI6_aapckcpj-1.png,Taylor,transitioning,good,right side oocyte,21:08.8,aapckcpj-1,280.6009477
ROI6,ROI6_abafckce-1.png,Taylor,transitioning,good,,21:16.6,abafckce-1,455.807204
ROI6,ROI6_abbcalon-1.png,Taylor,transitioning,okay,very edge,21:32.9,abbcalon-1,321.2867304
ROI6,ROI6_abblkcdd-1.png,Taylor,primordial,good,,21:43.2,abblkcdd-1,465.3351731
ROI6,ROI6_aegniemp-1.png,Taylor,other,poor,50/50 oocyte/GC,21:59.9,aegniemp-1,294.1929794
ROI6,ROI6_bimfdnjj-1.png,Taylor,other,poor,50/50 oocyte and GC,22:12.3,bimfdnjj-1,285.6132916
ROI6,ROI6_binnjogh-1.png,Taylor,early transitioning,good,,22:20.2,binnjogh-1,364.0497007
ROI6,ROI6_cbndcgdi-1.png,Taylor,other,poor,poor quality oocyte,22:33.0,cbndcgdi-1,453.278454
ROI6,ROI6_cjfpbmfi-1.png,Taylor,other,poor,50/50 oocyte and GC,22:43.2,cjfpbmfi-1,210.8796952
ROI6,ROI6_ddoopkig-1.png,Taylor,early transitioning,poor,weird segmentation,23:04.5,ddoopkig-1,325.2604806
ROI6,ROI6_eaamjoch-1.png,Taylor,other,poor,poor oocyte quality,23:14.4,eaamjoch-1,494.5061117
ROI6,ROI6_eiojcpmb-1.png,Taylor,other,terrible,not great segmentation,23:22.9,eiojcpmb-1,239.5539149
ROI6,ROI6_eponcojg-1.png,Taylor,other,poor,a lot of GC,23:29.9,eponcojg-1,410.0187649
ROI6,ROI6_jnmpbnpa-1.png,Taylor,primordial,good,overreaching into one GC,24:01.1,jnmpbnpa-1,737.4919018
